𤨑	⿰𤣩荅	トウ	p:荅
𤨒	⿰𤣩恩	オン	p:恩
𤨓	⿰𤣩茶	チャ サ	p:茶
𤨔	⿰𤣩𦊷	カン	u
𤨕	⿰𤣩勒	ロク	u
𤨖	⿰𤣩扈	ゴ コ	u
𤨗	⿰𰗧玉		
𤨘	⿰玟辛	ハン	u
𤨙	⿱勒玉	ロク	u
𤨚	⿰𤣩𮔀		
𤨛	⿰𤣩⿱卝⿱耂上	サ	u
𤨜	⿰𤣩⿱从⿺𠃊⿱日八	ロウ	u
𤨝	⿱⿻人玨必	シツ	u
𤨞	⿰𤣩鹿	ロク	p:鹿
𤨟	⿰𤣩戚	ソク セキ	p:戚
𤨠	⿰𤣩堂	ドウ	p:堂
𤨡	⿰𤣩朗	ロウ	p:朗
𤨢	⿰𤣩𦰩		
𤨣	⿱救王	キュウ	p:救
𤨤	⿰𤣩⿱𥫗㐱	シン	p:㐱
𤨥	⿰𤣩寄	キ	p:寄
𤨦	⿰𤣩猗	イ ア	p:猗
𤨧	⿰𤣩票	ヒョウ	p:票
𤨨	⿰𤣩敏	ビン	p:敏
𤨩	⿰𤣩羞	シュウ	p:羞
𤨪	⿰𤣩⿱𣦼木	ボク モク	p:木
𤨫	⿰𤣩⿸广⿱⿻⺕丨心	シン	p:心
𤨬	⿰𤣩啇	テキ チャク	p:啇
𤨭	⿰𤣩庸	ヨウ	u
𤨮	⿰𤣩帶	タイ	p:帶
𤨯	⿰𤣩⿱大𭇎	ダイ タイ	p:大
𤨰	⿰𤣩⿱廿𪞏	ジュウ ニュウ	p:廿
𤨱	⿰𤣩⿱昆土	ド ト	p:土
𤨲	⿰𤣩崇	スウ	p:崇
𤨳	⿰𤣩莆	フ ホ	p:莆
𤨴	⿰𤣩累	ルイ	p:累
𤨵	⿰𤣩參	サン シン	p:參
𤨶	⿰𤣩㳟	キョウ ク	p:㳟
𤨷	⿰𤣩𰱅		
𤨸	⿰𤣩⿱廿⿻⿵冂⿰⺀⺀丨	モン	u
𤨹	⿰𤣩𩁹	ト	u
𤨺	⿰𤣩⿱⿱冖八釆	チン	u
𤨻	⿳⿱士冖吅王	レイ リョウ	u
𤨼	⿰玉章	ショウ	p:章
𤨽	⿱彩玉	サイ	p:彩
𤨾	⿰𤣩崑	コン	p:崑
𤨿	⿰𤣩將	ショウ ソウ	p:將
𤩀	⿰𤣩散	サン	u
𤩁	⿰𤣩䖏	キョ	u
𤩂	⿰𤣩勞	ロウ	u
𤩃	⿰𤣩⿱𠔿奄	オウ	u
𤩄	⿰𤣩巽	セン	u
𤩅	⿰𤣩䜭	セン	u
𤩆	⿰𤣩⿱⿱⺈罒犮	カン	u
𤩇	⿰𤣩⿱⿻己⿱工工口	シュク	u
𤩈	⿰𤣩𠷎	シュク	u
𤩉	⿰𤣩⿱⿹𠃌臣句	シュク	u
𤩊	⿰𤣩堯	ギョウ	p:堯
𤩋	⿰𤣩⿱上⿵冂谷	セン	u
𤩌	⿰𤣩湛	タン チン	p:湛
𤩎	⿰𤣩間	カン ケン	p:間
𤩏	⿰𤣩程	テイ	p:程
𤩐	⿰𤣩斯	シ	p:斯
𤩑	⿰𤣩凱	ガイ カイ	p:凱
𤩒	⿰𤣩棊	キ	u
𤩓	⿰𤣩普	フ	p:普
𤩔	⿰𤣩童	ドウ	p:童
𤩕	⿰𤣩善	ゼン	p:善
𤩖	⿰𤣩⿱⿱士冖亜	ア	p:亜
𤩗	⿰𤣩粟	ゾク ショク	p:粟
𤩘	⿱玨東	トウ	p:東
𤩙	⿰𤣩𢜈		
𤩚	⿰𤣩𣪠		
𤩛	⿰𤣩最	サイ シュ	p:最
𤩜	⿰𤣩晶	ショウ	p:晶
𤩝	⿰𤣩喬	キョウ	p:喬
𤩞	⿰𤣩⿳⿱⺈囚儿夊	スイ	p:夊
𤩟	⿱玨門	キン	u
𤩠	⿰𤣩喜	キ	p:喜
𤩡	⿰𤣩⿱⺊⿵冂⿱一谷	セン	u
𤩢	⿰𤣩臯	コウ	p:臯
𤩣	⿰𤣩睂	ビ	u
𤩤	⿱⿰𠧠欠玉	ユウ	u
𤩥	⿰𤣩舜	シュン	p:舜
𤩦	⿰𤣩絜	ケツ ケチ	p:絜
𤩧	⿰𤣩單	タン	p:單
𤩨	⿰𤣩叅	カン ガン	u
𤩩	⿲𤣩号⿸虍一	ゴウ	u
𤩪	⿰𤣩象	ショウ ゾウ	p:象
𤩫	⿰𤣩嵬	カイ	u
𤩬	⿰𤣩鄉	キョウ コウ	u
𤩭	⿰𤣩號	コウ ゴウ	u
𤩮	⿲𤣩𨊢殳	レキ リャク	u
𤩯	⿱⿰𨊢殳玉	レキ	u
𤩰	⿰𤣩㮚	リツ	u
𤩱	⿱殿玉	テン デン	u
𤩲	⿰𤣩葛	カツ カチ	u
𤩳	⿰𤣩賁	ホン	u
𤩴	⿰𤣩殿	テン	u
𤩵	⿰𤣩𥇛	キョ	u
𤩶	⿰𤣩業	ギョウ ゴウ	p:業
𤩷	⿰𤣩⿳宀一⿱八𥃦	モク	p:𥃦
𤩸	⿰𤣩葵	キ	p:葵
𤩹	⿱辟王	ヘキ ヒ	p:辟
𤩺	⿰玉義	ギ	p:義
𤩻	⿰𤣩⿺辶⿸广年	ネン	p:年
𤩼	⿰𤣩遀	ズイ	p:遀
𤩽	⿰𤣩献	カン ケン コン	v:瓛
𤩾	⿰𤣩𤲢	リュウ	p:𤲢
𤩿	⿰𤣩葱	ソウ	p:葱
𤪀	⿰𤣩𡕰	ソウ ス	p:𡕰
𤪁	⿰𤣩⿱罒京	キョウ ケイ	p:京
𤪂	⿰𤣩愈	ユ	p:愈
𤪃	⿰𤣩𤊽	リョウ	u
𤪄	⿰𤣩罨	オウ	u
𤪅	⿰𤣩⿱𱼀音	ヨウ	u
𤪆	⿰𤣩⿳𦘒冖牟	カツ	u
𤪇	⿰㮚玉	ラ	u
𤪈	⿱⿰镸缶王	カン	p:缶
𤪉	⿳⿰永主夂王	チ	p:夂
𤪊	⿰𤣩鈐	ケン カン	p:鈐
𤪋	⿱𰯲玉		
𤪌	⿰𤣩綦	キ ギ	u
𤪍	⿰𤣩舝	カツ ゲチ ガチ	u
𤪎	⿱𣣸玉	ユウ ユ ヨウ	u
𤪏	⿰𤣩㷠	リン	u
𤪐	⿱與玉	ヨ	u
𤪑	⿰𤣩蒙	モウ ボウ	p:蒙
𤪒	⿰𤣩⿳㇒𱕻木	ボク モク	p:木
𤪓	⿰𤣩⿱宍𥃦	モク	p:𥃦
𤪔	⿰𤣩管	カン	p:管
𤪕	⿰𤣩舞	ブ	p:舞
𤪖	⿰𤣩𢾰	キ	p:𢾰
𤪗	⿰𤣩豪	ゴウ	p:豪
𤪘	⿰𤣩嘉	カ	p:嘉
𤪙	⿰𤣩爾	ジ ニ	p:爾
𤪚	⿰𤣩截	セツ サイ	p:截
𤪛	⿰𤣩⿱吅卒	ソツ シュツ	p:卒
𤪜	⿰𤣩蓉	ヨウ	p:蓉
𤪝	⿰𤣩毓	イク	p:毓
𤪞	⿰𤣩⿳爫冖𡕥	ベキ	p:冖
𤪟	⿰𤣩僕	ボク	p:僕
𤪠	⿰𤣩熏	クン	p:熏
𤪡	⿱⿰君君玉	ソウ	u
𤪢	⿰𤣩毄	レキ	u
𤪣	⿰𤣩𡏳	キン	u
𤪤	⿰𤣩榮	エイ ヨウ	p:榮
𤪥	⿰𤣩寧	ネイ	p:寧
𤪦	⿰𤣩疑	とが	u
𤪧	⿰𤣩鳳	ホウ フウ	p:鳳
𤪨	⿰𤣩⿱⿲止白又文	ブン モン	p:文
𤪩	⿰𤣩𢀩	サ	u
𤪪	⿰𤣩篆	チュン テン デン	u
𤪫	⿰𤣩⿹⿻弋𢆶目	キ ギ	u
𤪬	⿰𤣩⿱⿻土䀠八	キョ	u
𤪭	⿳⿴𦥑缶冖玉	ベキ	p:冖
𤪮	⿰𤣩廛	テン	u
𤪯	⿰𤣩墨	ボク	p:墨
𤪰	⿱𣤓玉		
𤪱	⿰𤣩𥱤		
𤪲	⿰𤣩厲	レイ ライ	p:厲
𤪳	⿰𤣩慧	ケイ エ	p:慧
𤪴	⿰𤣩𤨝	シツ	u
𤪵	⿰𤣩⿱⿲𤣩白匕欠	ケツ ケン	p:欠
𤪶	⿰𤣩慕	ボ	p:慕
𤪷	⿰𤣩齒	シ	p:齒
𤪸	⿰𤣩賞	ショウ	p:賞
𤪹	⿰𤣩瞏	カン	u
𤪺	⿰𤣩審	シン	p:審
𤪻	⿰𤣩⿳⿱⺊冖七⿱八𥃦	モク	p:𥃦
𤪼	⿰𤣩蓮	レン	p:蓮
𤪽	⿰𤣩𧇖		
𤪾	⿰𤣩㻺	レキ リャク	p:㻺
𤪿	⿰𤣩褢	カイ	u
𤫀	⿰睿⿱又玉	セン	u
𤫁	⿰𤣩螢	ケイ	p:螢
𤫂	⿰𤣩興	コウ キョウ	p:興
𤫃	⿰𤣩蕙	ケイ エ	p:蕙
𤫄	⿰𤣩衡	コウ	p:衡
𤫅	⿰𤣩⿱臼鬼	ヘキ	u
𤫆	⿱𠆢璽	シ	u
𤫇	⿰𤣩燕	エン	p:燕
𤫈	⿰𤣩⿱卿心	シン	p:心
𤫉	⿰𤣩燮	ショウ	u
𤫊	⿱霝王	レイ リョウ	u
𤫋	⿰𤣩⿱⿹⺄珎貝	バイ	p:貝
𤫌	⿰𤣩輿	ヨ	u
𤫍	⿱㻎𨤾	キン	u
𤫎	⿰𤣩營	エイ	p:營
𤫏	⿱獮玉	セン	p:獮
𤫐	⿰𤣩還	カン	p:還
𤫑	⿰𤣩霞	カ ゲ	p:霞
𤫒	⿳⿻大⿱玨八⿱丶龴正	セイ ショウ	p:正
𤫓	⿰𤣩⿱丶⿻天皕	ヒョク ヒキ	p:皕
𤫔	⿱雝玉	ヨウ	u
𤫕	⿰𤣩夒	ジュウ ニュ ドウ ノウ	u
𤫖	⿰𤣩𭔟	ホウ	p:𭔟
𤫗	⿰𤣩⿸虍⿱隹分	ブン フン	p:分
𤫘	⿰𤣩⿳？⿲止几匕夊	ドウ ノウ	u
𤫙	⿰𤣩爕	ショウ	p:爕
𤫚	⿰𤣩離	リ	p:離
𤫛	⿰𤣩⿱罒裴	ハイ ヒ	p:裴
𤫜	⿱䜌玉	レン ラン	p:䜌
𤫝	⿲𤣩⿳廿口十𭥭	ケイ キ キュウ ケツ	u
𤫞	⿰𤣩寳	デン	u
𤫟	⿰𤣩麗	レイ	p:麗
𤫠	⿰𤣩嚴	ゲン ゴン	p:嚴
𤫡	⿰𤣩罌	オウ エイ	p:罌
𤫢	⿰𤣩露	ロ ロウ	p:露
𤫣	⿰𤣩甗	ゲン	u
𤫤	⿰𤣩纍	ルイ	u
𤫥	⿰𤣩罍	ライ レ	u
𤫦	⿰𤣩霸	ハ ハク	p:霸
𤫧	⿰𤣩⿳艹罒⿱大韭	コウ	u
𤫨	⿰𤣩𩱕	シン ジン	u
𤫩	⿰𤣩靈	レイ	u
𤫪	⿰乇瓜	トン ドン	u
𤫫	⿰分瓜	ハン	u
𤫬	⿰瓜丰	ホウ ホ	u
𤫭	⿺瓜屯	トン	u
𤫮	⿺瓜月	ゲツ ガツ	p:月
𤫯	⿺冘瓜	チン	u
𤫰	⿺瓜弗	テツ	u
𤫱	⿰句瓜	コウ ク	u
𤫲	⿰令瓜	レイ リョウ	u
𤫳	⿺瓜台	シ	u
𤫴	⿰矢瓜	テツ	u
𤫵	⿺瓜舌	カツ カチ	u
𤫶	⿰吉瓜	カツ ケチ	u
𤫷	⿰朿瓜	コウ キョウ	u
𤫸	⿺瓜夸	コ カ	p:夸
𤫹	⿳六𠆢瓜	オン	u
𤫺	⿰瓜系	ヨウ	u
𤫻	⿰步瓜	トク	u
𤫼	⿰瓜弟	テツ	u
𤫽	⿺瓜見	ケン	p:見
𤫾	⿺瓜肖	ヨウ	u
𤫿	⿰余瓜	ヨ	p:余
𤬀	⿰瓜余	ヨ	p:余
𤬁	⿰果瓜	カ ワ	u
𤬂	⿱叔瓜	トク	u
𤬃	⿰咅瓜	ハイ ヘ	u
𤬄	⿰𡘆瓜	カ	p:𡘆
𤬅	⿰瓜長	チョウ	p:長
𤬆	⿰昌瓜	ショウ	p:昌
𤬇	⿰⿱爫糸瓜	ヨウ	u
𤬈	⿰侯瓜	コウ ゴ	u
𤬉	⿰癸瓜	ケイ ケ	u
𤬊	⿰瓜扁	ヘン	p:扁
𤬋	⿰瓜咼	カイ ケ	p:咼
𤬌	⿰彖瓜	エン	u
𤬍	⿰䍃瓜	ヨウ	u
𤬎	⿰瓜帶	テツ	u
𤬏	⿰婁瓜	ロウ ル	u
𤬐	⿱𤇾瓜	ケイ ギョウ エイ ヨウ	u
𤬑	⿱㼌瓜	ユ	p:㼌
𤬒	⿺瓜昷	オン	u
𤬓	⿰兼瓜	ケン	p:兼
𤬔	⿰瓜䍃	ユウ ユ	p:䍃
𤬕	⿱⿰瓜氏⿱口𫶧	シツ	u
𤬖	⿰⿱𱼀瓜系	ヨウ ショウ	u
𤬗	⿰壺瓜	コ	u
𤬘	⿰䖒瓜	キ	u
𤬙	⿰瓜楇	カ ガ	p:楇
𤬚	⿺瓜廉	レン	u
𤬛	⿰盧瓜	ロ	u
𤬜	⿰瓜盧	ロ	u
𤬝	⿰鬳瓜	ゲン ゴン	u
𤬞	⿰瓜襄	ジョウ ショウ	p:襄
𤬟	⿱⿴𦥑囟⿰火瓜	カ	p:火
𤬠	⿰瓜雚	ケン ゲン	u
𤬡	⿰𤐫瓜	ヒョウ	u
𤬢	⿱⿴𦥑囟瓠	ヒョウ	u
𤬣	⿱⿴？囟瓠	ヒョウ	u
𤬤	⿱𤬌䖵	レイ	u
𤬥	⿰⿳亠吅習⿱瓜衣	ジョウ	u
𤬦	⿱冖瓦	ガ ゲ かわら	u
𤬧	⿱瓦十	ソツ	u
𤬨	⿺瓦凡	ハン ホン	u
𤬩	⿱弋瓦	ヨク	u
𤬪	⿰土瓦	ト ズ カン コン	u
𤬫	⿺瓦卂	サイ	u
𤬬	⿰火瓦	シュウ シュ	u
𤬭	⿰不瓦	ハイ ヘ	u
𤬮	⿰𢆰瓦	ヘイ	u
𤬯	⿺瓦今	カン ゴン ケン	u
𤬰	⿰今瓦	ケン	u
𤬱	⿰瓦勿	クツ	u
𤬲	⿰瓦内	ナイ ダイ	p:内
𤬳	⿱⿰工几瓦	キョウ ク	u
𤬴	⿰㠯瓦	イ	p:㠯
𤬵	⿰氐瓦	テイ タイ	u
𤬶	⿰用瓦	ヨウ ユ	u
𤬷	⿰出瓦	ダツ ナチ	u
𤬸	⿰瓦生	セイ ショウ	p:生
𤬹	⿵戊瓦	ボ ボウ	p:戊
𤬺	⿰央瓦	オウ	u
𤬻	⿺瓦令	レイ	u
𤬼	⿱出瓦	ダツ	u
𤬽	⿰宂瓦	ジョウ ニュ	p:宂
𤬾	⿰朵瓦	ダ タ	p:朵
𤬿	⿰圭瓦	ケ ケイ ゲ	u
𤭀	⿳刀⿱冖八瓦	ゼン	u
𤭁	⿰同瓦	トウ	u
𤭂	⿰舟瓦	ジョウ ニョウ	u
𤭃	⿰而瓦	リョウ	u
𤭄	⿰⿵冂王瓦	カク オウ	u
𤭅	⿺瓦并	ヘイ ヒョウ	p:并
𤭆	⿺瓦同	ドウ	p:同
𤭇	⿰舌瓦	ゼツ	p:舌
𤭈	⿰兆瓦	チョウ	p:兆
𤭉	⿰𡿫瓦	コウ	p:𡿫
𤭊	⿱江瓦	コウ	p:江
𤭋	⿰⿴囗干瓦	カン	p:干
𤭌	⿰弟瓦	テイ ダイ	u
𤭍	⿰瓦㒵	ハン ボン	u
𤭎	⿰武瓦	ブ	u
𤭏	⿰谷瓦	テキ チャク	u
𤭐	⿰每瓦	ボウ ミョウ	u
𤭑	⿰吾瓦	ゴ	u
𤭒	⿰？瓦	ロウ	u
𤭓	⿰巠瓦	ケイ	u
𤭔	⿰車瓦	ヘイ ビョウ セン	u
𤭕	⿰㐬瓦	コウ	u
𤭗	⿱𦔮瓦	ダツ	u
𤭘	⿰𱼧瓦	イ	u
𤭙	⿺瓦含	ガン	p:含
𤭚	⿰瓦告	コク	p:告
𤭛	⿰岡瓦	コウ	u
𤭜	⿱𥝢瓦	レイ ライ	u
𤭝	⿰坴瓦	ケイ	u
𤭞	⿰享瓦	トン	u
𤭟	⿰阜瓦	フウ ブ	u
𤭠	⿱臤瓦	ダツ	u
𤭡	⿱取瓦	ダツ	u
𤭢	⿰卒瓦	サイ セ	u
𤭣	⿰其瓦	シ	u
𤭤	⿱乳瓦	ニュウ	p:乳
𤭥	⿱拈瓦	ネン セン	p:拈
𤭦	⿱其瓦	シ	u
𤭧	⿰皆瓦	カイ	u
𤭨	⿰⿱左⺝瓦	タ ダ	u
𤭩	⿰⿸声厶瓦	ケイ キョウ	u
𤭪	⿱相瓦	ソウ	u
𤭫	⿰革瓦	エイ	u
𤭬	⿱缸瓦	コウ ゴウ	u
𤭭	⿱保瓦	ホ ホウ	p:保
𤭮	⿰重瓦	ジュウ チョウ	p:重
𤭰	⿱秌瓦	シュウ	u
𤭱	⿰胡瓦	コ	u
𤭲	⿱䀑瓦		
𤭳	⿰𡇟瓦	カク	u
𤭴	⿰枼瓦	ソク	u
𤭵	⿰瓦音	オン イン	p:音
𤭶	⿰胷瓦	キョウ	p:胷
𤭷	⿰瓦俞	ユ チュウ	p:俞
𤭸	⿰屏瓦	ヘイ ビョウ	p:屏
𤭹	⿰盎瓦	オウ	u
𤭺	⿰罡瓦	コウ	u
𤭻	⿰哥瓦	カ	u
𤭼	⿰𦐇瓦	ゴウ	u
𤭽	⿰祟瓦	シュツ シュチ	u
𤭾	⿰⿱覀王瓦	オウ	p:王
𤭿	⿱⿰耳㕚瓦	ソウ ショウ	p:㕚
𤮀	⿰兹瓦	シ	u
𤮁	⿰䎡瓦	ダン ナン	p:䎡
𤮂	⿺瓦唐	トウ	p:唐
𤮃	⿰瓦盎	オウ	p:盎
𤮄	⿰瓦鬲	カク レキ	p:鬲
𤮅	⿱埶瓦	ケイ	u
𤮆	⿰虚瓦	キ	u
𤮇	⿰庸瓦	ヨウ	u
𤮈	⿱軗瓦	ケツ ケチ	u
𤮉	⿰累瓦	ルイ	u
𤮊	⿰康瓦	コウ	u
𤮋	⿰國瓦	カク	u
𤮌	⿺瓦接	ショウ	u
𤮍	⿺瓦專	ゼン	u
𤮎	⿰絫瓦	ルイ	u
𤮏	⿰黄瓦	コウ オウ	u
𤮐	⿰尊瓦	ソン ゾン たる	u
𤮑	⿺瓦悲	ヒ	p:悲
𤮒	⿰瓦屡	ル	p:屡
𤮓	⿰斯瓦	シ	u
𤮔	⿰⿱㢴土瓦	ケン	u
𤮕	⿱敝瓦	ヘイ	p:敝
𤮖	⿰⿷匚⿱厶井瓦	カク	u
𤮗	⿺瓦路	ロ ル	p:路
𤮘	⿰豋瓦	トウ	u
𤮙	⿰䖒瓦	キ	u
𤮚	⿰雷瓦	ライ	u
𤮛	⿱𣪠瓦	ケキ	u
𤮜	⿰亶瓦	セン ゼン	u
𤮝	⿰⿸虍角瓦	カク	p:角
𤮞	⿺嵬瓦	カイ ギ	p:嵬
𤮟	⿰瓦塊	カイ ケ	p:塊
𤮠	⿰瓦蒙	モウ ボウ	p:蒙
𤮡	⿰⿱艹𥥟央	ジョウ	u
𤮢	⿰廡瓦	ブ ム	u
𤮣	⿰膚瓦	フ	p:膚
𤮤	⿰⿳北穴瓦央	オウ	p:央
𤮥	⿺瓦歐	オウ	p:歐
𤮦	⿰曇瓦	タン ドン	u
𤮧	⿰盧瓦	ロ	u
𤮨	⿱龍瓦	ロウ ル	u
𤮩	⿰⿳亯从干瓦	タイ テ	u
𤮪	⿰㼱灷	ジョウ ニュ シュン ゼン	u
𤮫	⿰𫄾瓦	チョ	u
𤮬	⿲𦈢⿱爫𦈢瓦	フウ フ	p:𦈢
𤮭	⿰毚瓦	サン	u
𤮮	⿱霝瓦	レイ	u
𤮯	⿰⿱崔臼瓦	ケイ	u
𤮰	⿰巂瓦	ケイ ケ ゲ エイ	u
𤮱	⿰聶瓦	ショウ	u
𤮲	⿱雝瓦	ヨウ	u
𤮳	⿺瓦雚	セン	u
𤮴	⿰雚瓦	カン	p:雚
𤮵	⿱㼲壴	リョウ	u
𤮶	⿰爕瓦	ショウ	p:爕
𤮷	⿱𩅸瓦	リュウ ル	u
𤮸	⿰𩆞瓦	ライ レ	u
𤮹	⿰靈瓦	レイ	u
𤮺	⿶凵𠄠	カン	u
𤮻	⿱干甘	シ	u
𤮼	⿱弋甘	タイ ダイ	u
𤮽	⿰甘干	カン	u
𤮾	⿰兀甘	コツ	p:兀
𤮿	⿰甘兀	コツ	p:兀
𤯀	⿱甘干	カン	p:干
𤯁	⿱氏甘	カツ	u
𤯂	⿰甘犬	ゴ	u
𤯃	⿱木甘	ボク モク	p:木
𤯄	⿰甘氏	ジ	u
𤯅	⿱甘正	ジン	u
𤯆	⿰甘言	ゲン ゴン	p:言
𤯇	⿰甘炎	エン	u
𤯈	⿰甘者	シャ	u
𤯉	⿰甚𡯎	タン	u
𤯊	⿰茶甘	チャ サ	p:茶
𤯋	⿰甘庶	シャ	u
𤯌	⿸麻甘	カン タン ドン コウ	u
𤯍	⿸厤甘	カン	u
𤯎	⿸广𬓶	カン	u
𤯏	⿰⿱甘𡭕某	バイ	u
𤯐	⿰甘閻	エン	u
𤯑	⿰甚稟	リン ヒン	p:稟
𤯒	⿱殸𪏽	コウ	p:𪏽
𤯓	⿻屮二	セイ	u
𤯔	⿱一生	ジン	u
𤯕	⿰生女	セイ	u
𤯖	⿰乆生	スイ	u
𤯗	⿱大生	オン	u
𤯘	⿰生斗	ト トウ	p:斗
𤯙	⿰生支	シ	p:支
𤯚	⿱不生	シュウ シュ	u
𤯛	⿰生攵	ショウ	u
𤯜	⿰生⿱力力	セイ	u
𤯝	⿱生⺝	ゲツ ガツ	p:月
𤯞	⿱生丹	セイ	u
𤯟	⿱生母	ヨク	u
𤯠	⿰因生	イン	u
𤯡	⿰生朿	セイ ショウ	u
𤯢	⿱厽生	セイ	u
𤯣	⿱生自	セイ	u
𤯤	⿰合生	ゴウ ガッ	p:合
𤯥	⿱如生	ジョ ニョ	p:如
𤯦	⿱初生	ドン	u
𤯧	⿱𤯓囧	セイ	u
𤯨	⿰生弄	ロウ ル	p:弄
𤯩	⿰弄生	ロウ ル	p:弄
𤯪	⿰生秀	シュウ	p:秀
𤯫	⿰生我	ガ	p:我
𤯬	⿱生囧	セイ	u
𤯭	⿰並生	ヘイ ホウ	p:並
𤯮	⿰生虎	コ	p:虎
𤯯	⿱始生	ドン	u
𤯰	⿰生底	テイ	p:底
𤯱	⿰奇生	キ	p:奇
𤯲	⿱降生	リュウ	u
𤯳	⿺㪅生	ソ ス よみがえる	u
𤯴	⿰𮙥生		
𤯵	⿱𤇾生		
𤯶	⿰𱑏生		
𤯷	⿰舜生	コウ オウ	u
𤯸	⿰生筋	キン	p:筋
𤯹	⿰⿱𦍌𧰨生	コウ	p:𧰨
𤯺	⿰生勤	キン ゴン	p:勤
𤯻	⿰生蒙	ボウ	u
𤯼	⿺𫎇生	モウ ボウ	p:𫎇
𤯽	⿱弗𤯳	シ	u
𤯾	⿰蒙生	モウ ボウ	p:蒙
𤯿	⿰底産	サン	p:産
𤰀	⿰䑞𤯓	コウ	u
𤰁	⿰舉生	キョ	p:舉
𤰂	⿰生襄	ジョウ	u
𤰃		ヨウ	u
𤰄	⿱刀用	トウ	p:刀
𤰅	⿱夂用	コウ ゴウ	u
𤰆	⿲丿⿱上𰀁丨	ヨウ	u
𤰇	⿱卄⿸厂用	ヒ ビ	u
𤰈	⿱艹⿹勹用	ヒ ビ	u
𤰉	⿱足用	ソク	p:足
𤰊	⿱要用	ヨウ	p:要
𤰋	⿱由庸	ヨウ	u
𤰌	⿱用𰢱	デン	u
𤰍	⿰𮮠甫	ホ フ	p:甫
𤰎	⿰享庸	ヨウ	u
𤰏	⿱⿰甬甬花	セン	u
𤰐	⿰⿱业⿻丨⿱八⿵冂㸚甫	ホ フ	p:甫
𤰑	⿳𠫓口⿲月⿱龷用凡	フ ブ	u
𤰒	⿱𠆢⿱一⿻丷屮	コウ	v:𡴌
𤰓	⿰一田	エン	u
𤰔	⿻一由	ユ ユウ	p:由
𤰕	⿰田巜	ケン	u
𤰗	⿱𠂉田		
𤰘	⿰田卜	ボク	p:卜
𤰙	⿺九田	キュウ ク	p:九
𤰚	⿱九田	キュウ ク	p:九
𤰛	⿱力田	リュウ	u
𤰜	⿰田厶	シ ボウ	p:厶
𤰝	⿰田巛	ケン みぞ	u
𤰞	⿱田⿻丨十	ヒ いやしむ	u
𤰟	⿰田干	コウ	u
𤰠	⿱田干	チョク チキ	u
𤰡	⿱亡田	ボウ	u
𤰢	⿰田乞	コウ	u
𤰣	⿱由𬼖	イ	u
𤰤	⿱田于	ウ ク	p:于
𤰥	⿰田寸	スン	p:寸
𤰦	⿰田乇	タ	u
𤰧	⿱夕田	キュウ	u
𤰨	⿰田尸	セイ	u
𤰩	⿰田予	ヨ	u
𤰪	⿰田分	フン ブン	u
𤰫	⿱㞢田	ホウ	u
𤰬	⿰田少	ソウ ショウ	u
𤰭	⿹戈田	シ	u
𤰮	⿰田夬	ケイ ケ	u
𤰯	⿳田儿又	ユウ	p:又
𤰰	⿱由爪	イ	u
𤰱	⿳一⿲丨田丨一	カク	u
𤰲	⿱甶爪	イ	u
𤰳	⿱天田	ケイ キョウ	u
𤰴	⿳由一𰀄	イ	u
𤰵	⿳田一亾	イ	u
𤰶	⿻昌丨	シン	u
𤰷	⿰申巴	ハ	p:巴
𤰸	⿳亠厶田	シ ボウ	p:厶
𤰹	⿰田火	カ	p:火
𤰺	⿱不田	フ ブ	p:不
𤰻	⿱龷田		
𤰼	⿰田牛	ギュウ	p:牛
𤰽	⿰田片	ヘン	p:片
𤰾	⿰田月	ゲツ ガツ	p:月
𤰿	⿰田勿	モチ ブツ	p:勿
𤱀	⿱田父	フ	p:父
𤱁	⿰由夫	フ フウ	p:夫
𤱂	⿰田云	ウン	p:云
𤱃	⿰田木	レツ	u
𤱄	⿰田水	セン	u
𤱅	⿰田内	ドウ	u
𤱆	⿰田𠕀	ドウ	u
𤱇	⿱父田	ドウ	u
𤱈	⿰亩卜	ボウ ホ モ ム	v:畝
𤱉	⿰由夬	カイ ケツ	p:夬
𤱊	⿱厸田	リュウ ル とめる とどめる	u
𤱋	⿰甲冄	ゼン ネン ダン ナン	u
𤱌	⿰田且	ソ	u
𤱍	⿰田皮	ヒ ハ	u
𤱎	⿰田幼	ユウ ユ	u
𤱏	⿰田尓	シン あぜ	u
𤱐	⿰田疋	ヒキ ショ	p:疋
𤱑	⿻十⿰田乆	キュウ	p:乆
𤱒	⿱⿱土八田	リク	u
𤱓	⿱申申	シン	u
𤱔	⿰亩么	エウ	p:么
𤱕	⿰田民	ミン	p:民
𤱖	⿱甶⿷⿱丅𠃊㇈	イ	u
𤱗	⿱田立	リツ リュウ	p:立
𤱘	⿰男乞	コツ キツ	p:乞
𤱙	⿰田本	ホン	p:本
𤱚	⿱⿰？𫜹田		
𤱛	⿰田禾	レツ	u
𤱜	⿱禾田	シュウ	u
𤱝	⿰田㒰	ゼン セン	p:㒰
𤱞	⿰田冬	テン	u
𤱟	⿰田出	コウ	u
𤱠	⿰田召	ショウ	u
𤱡	⿰⿱龴田也	ダ	u
𤱢	⿰甲代	ダイ タイ	p:代
𤱣	⿰冉甲	ダン ナン	u
𤱤	⿰由宁	チョ	u
𤱥	⿰田臣	シン	u
𤱦	⿰田灮	コウ	u
𤱧	⿰田朵	ダ タ	p:朵
𤱨	⿰田共	キョウ ク	u
